epoch,acc,loss,val_acc,val_loss
0,0.9517927972140919,0.16332258352847204,0.9728787893201001,0.09240828875607784
1,0.9830076572024736,0.05780370718859201,0.9778435476578905,0.08926450165739996
2,0.9889206017385805,0.036615111430467355,0.9771815807614843,0.08928822869986326
3,0.9916364299600634,0.027779584080450448,0.9770063532948712,0.09586447520346104
4,0.9933160196265888,0.021708069516730197,0.9789143781401853,0.09527415144576414
5,0.9947156776922719,0.017894690149367478,0.9778046085174329,0.11444060826410889
6,0.9952755408895656,0.015961255213883464,0.9803551327197668,0.09960904205998386
